,Headline,Snippet,Lead paragraph,Source,Date
77,F.T.C. Investigating Twitter for Potential Privacy Violations,The social media company said the agency was examining whether it had misused people’s personal information to serve ads.,"OAKLAND, Calif. — Twitter said on Monday that it was under investigation by the Federal Trade Commission for potentially misusing people’s personal information to serve ads, adding that it faced fines of $150 million to $250 million.",The New York Times,2020-08-03 23:35:18+00:00
78,"Juan Carlos, Spain’s Former King, Quits Country Amid Multiple Investigations","The former king’s departure, which comes as he faces financial inquiries, may fuel Spain’s political and social debate over the future of the monarchy.","The former king of Spain, Juan Carlos, announced on Monday he was abandoning his country amid a Spanish court investigation into a lucrative business contract and a separate money laundering and tax evasion probe in Switzerland.",The New York Times,2020-08-03 22:17:54+00:00
79,Why One Team Named the Indians Won’t Be Changing Its Name,"A minor league team in Spokane, Wash., has steadfastly stood by its nickname with the support of the local Native American community.","Many sports teams using names and mascots invoking Native Americans do so over the longstanding and strenuous objections of people who say it is racist. Some teams, after years of stubborn refusal, have recently relented, like the Washington Football Team of the N.F.L., which abandoned its nickname last month.",The New York Times,2020-08-03 07:00:10+00:00
80,U.S. Small Business Bailout Money Flowed to Chinese-Owned Companies,"Millions of dollars of Paycheck Protection Program loans went to China-backed businesses in critical sectors, a study found.","WASHINGTON — President Trump has blamed China for the coronavirus pandemic and the ensuing economic crisis, but as the White House looks to stabilize small businesses in the United States, the rescue effort has had an unintended beneficiary: Chinese companies.",The New York Times,2020-08-02 16:45:00+00:00
81,Disenchanted Seniors for Biden,"The pandemic is particularly dangerous for older Americans, and Trump is losing their support.","The ad opens with amateur footage of an older, white-haired woman, smiling and chatting with the toddler snuggled in her lap. In a voice-over, a younger woman reminisces about how her grandmother’s home had always been “the safe place.”",The New York Times,2020-08-03 23:13:10+00:00
82,"Corrections: August 2, 2020","Corrections that appeared in print on Sunday, August 2, 2020.","An article on Page 10 about the Netflix documentary series “Last Chance U” refers imprecisely to coach John Beam. He identifies as multiracial, not white.",The New York Times,2020-08-02 11:17:36+00:00
83,Tammy Duckworth Is Nothing and Everything Like Joe Biden,"Despite their disparate backgrounds, the Illinois Democrat has carved out a public life most evocative of the man she could join on the presidential ticket.","Senator Tammy Duckworth, like the man she might serve as vice president, prizes loyalty in her ranks and occasional mischief in her workplace.",The New York Times,2020-08-01 09:00:26+00:00
84,How Has the Electoral College Survived for This Long?,Resistance to eliminating it has long been connected to the idea of white supremacy.,"As our revived national conversation on race has made clear, the legacies of slavery and white supremacy run wide and deep in American society and political life. One such legacy — which is particularly noteworthy in a presidential election season — has been the survival and preservation of the Electoral College, an institution that has been under fire for more than 200 years. Our complicated method of electing presidents has been the target of recurrent reform attempts since the early 19th century, and the politics of race and region have figured prominently in their defeat.",The New York Times,2020-08-03 09:00:18+00:00
85,Ja Morant’s Dunks Are Amazing. His Misses Are Even Better.,"Morant, the star rookie for the Memphis Grizzlies, has become known for dunking over any and everyone. “He really doesn’t care who’s down there,” a teammate said.","Ja Morant of the Memphis Grizzlies had already spent several months showcasing his hops when he and his teammates faced the Los Angeles Lakers in February. By then, Morant’s willingness to challenge some of the N.B.A.’s most towering figures was no secret.",The New York Times,2020-08-03 21:30:06+00:00
86,Wrongfully Accused by an Algorithm,"In what may be the first known case of its kind, a faulty facial recognition match led to a Michigan man’s arrest for a crime he did not commit.",Listen and subscribe to our podcast from your mobile device:Via Apple Podcasts | Via Spotify | Via Stitcher,The New York Times,2020-08-03 10:00:08+00:00
87,Trump Again Assails Mail-In Voting,"The president has been raging against voting by mail for several months, claiming without evidence that the process is plagued by fraud.","WASHINGTON — In his latest assault on voting by mail, President Trump said on Monday that he thought the Democratic primary in New York’s 12th Congressional District should be rerun because of lengthy delays in counting mail-in ballots.",The New York Times,2020-08-03 23:43:16+00:00
88,Rashida Tlaib Beat Her Primary Opponent by 900 Votes in 2018. How Will the Rematch Go?,The Michigan Democrat is facing a rematch against a challenger who says she hasn’t done enough for her district in Detroit.,"DETROIT — Representative Rashida Tlaib, a first-term Michigan Democrat who rocketed to national attention as a vocal critic of President Trump, is fighting for her political life, locked in a close primary race that could be decided by a few hundred mail-in ballots.",The New York Times,2020-08-03 21:17:32+00:00
89,The United States Is Reopening Many of the Wrong Schools,"When it is safe enough to return to school, young children would benefit the most. Yet financial pressures are pushing colleges to reopen most rapidly, an economist says.","With coronavirus cases spiking in dozens of states, the prospect of anything resembling a normal school year is fading fast.",The New York Times,2020-08-03 13:48:48+00:00
90,Marcus Samuelsson’s Streetbird Delivers to Your Door,"The closed Harlem restaurant now offers a dinner of fried chicken, waffles and sides.","The chef Marcus Samuelsson’s Streetbird flies again. His closed Harlem restaurant specialized in fried chicken, and the dish is now available for delivery nationwide. All it requires is a quick reheat. In the kit, which serves four, you get four battered, golden-brown back-quarters (legs and thighs) with cornbread waffles, pickles and hot honey for drizzling (a desirable enhancement) and a mixed vegetable succotash.",The New York Times,2020-08-03 21:30:41+00:00
91,"It’s a Book. It’s a Podcast. It’s a Three-Act Play, in Your Ears.","Jesse Eisenberg’s audio drama, “When You Finish Saving the World,” is coming to Audible ahead of a film adaptation with Julianne Moore.","If you’re missing the chilly joy of ducking into a movie theater on a sweltering day, welcome to the club.",The New York Times,2020-08-02 09:00:09+00:00
92,Taylor Swift’s ‘Folklore’ Is No. 1 With a Blockbuster Debut Week,"The singer and songwriter’s surprise album had the equivalent of 846,000 sales in the United States, a total beaten only by her own last two LPs.","A new Taylor Swift album usually arrives with a monthslong marketing rollout: radio singles, corporate tie-ins, a string of media appearances — all carefully choreographed to send her to No. 1.",The New York Times,2020-08-03 15:53:53+00:00
93,What’s on TV Sunday: ‘Connected’ and the SpaceX Landing,"“Radiolab” journalist Latif Nasser hosts a new show on Netflix, and the SpaceX craft makes its return to Earth.","CONNECTED Stream on Netflix. As the director of research for “Radiolab,” Latif Nasser has covered all sorts of fascinating stories for the science podcast, like that of a Guantánamo Bay detainee who shares his name, or what the 2016 N.H.L. All-Star Game can teach us about democracy. Now, as the host of this new Netflix show, Nasser will uncover the surprising ways humans are connected to one another, the world and the universe at large. It’s a fascinating topic — one that highlights how a law of numerical probability applies to classical music, social media and tax fraud, or how a shipwreck laid the ground work for weather forecasting and cloud computing.",The New York Times,2020-08-02 05:00:06+00:00
